Season,Season_encoded,Team,Matches_Played,Home_Matches,Away_Matches,Wins,Draws,Losses,Home_Wins,Away_Wins,Points,Points_Per_Game,Goals_Scored,Goals_Conceded,Goal_Difference,Avg_Goals_Scored,Avg_Goals_Conceded,Total_Shots,Total_Shots_On_Target,Avg_Shots,Avg_Shots_On_Target,Shot_Accuracy,Clean_Sheets,Clean_Sheet_Rate,Yellow_Cards,Red_Cards,Fouls,Corners,Avg_Corners,Win_Rate,Home_Win_Rate,Away_Win_Rate,Final_Position,Team_encoded
2012-13,12,West Brom,38,19,19,14,7,17,9,5,49,1.2894736842105263,53,57,-4,1.394736842105263,1.5,460.0,253.0,12.105263157894736,6.657894736842105,55.00000000000001,8,0.21052631578947367,62.0,4.0,408.0,202.0,5.315789473684211,0.3684210526315789,0.47368421052631576,0.2631578947368421,8,42
2012-13,12,Swansea,38,19,19,11,13,14,6,5,46,1.2105263157894737,47,51,-4,1.236842105263158,1.3421052631578947,460.0,262.0,12.105263157894736,6.894736842105263,56.95652173913044,10,0.2631578947368421,58.0,2.0,387.0,194.0,5.105263157894737,0.2894736842105263,0.3157894736842105,0.2631578947368421,9,39
2012-13,12,West Ham,38,19,19,12,10,16,9,3,46,1.2105263157894737,45,53,-8,1.1842105263157894,1.394736842105263,439.0,250.0,11.552631578947368,6.578947368421052,56.947608200455576,11,0.2894736842105263,74.0,1.0,445.0,213.0,5.605263157894737,0.3157894736842105,0.47368421052631576,0.15789473684210525,10,43
2012-13,12,Norwich,38,19,19,10,14,14,8,2,44,1.1578947368421053,41,58,-17,1.0789473684210527,1.5263157894736843,372.0,203.0,9.789473684210526,5.342105263157895,54.56989247311827,10,0.2631578947368421,60.0,1.0,391.0,173.0,4.552631578947368,0.2631578947368421,0.42105263157894735,0.10526315789473684,11,30
2012-13,12,Fulham,38,19,19,11,10,17,7,4,43,1.131578947368421,50,60,-10,1.3157894736842106,1.5789473684210527,425.0,244.0,11.18421052631579,6.421052631578948,57.41176470588235,8,0.21052631578947367,48.0,3.0,384.0,176.0,4.631578947368421,0.2894736842105263,0.3684210526315789,0.21052631578947367,12,18
2012-13,12,Stoke,38,19,19,9,15,14,7,2,42,1.105263157894737,34,45,-11,0.8947368421052632,1.1842105263157894,338.0,165.0,8.894736842105264,4.342105263157895,48.81656804733728,12,0.3157894736842105,80.0,4.0,443.0,163.0,4.2894736842105265,0.23684210526315788,0.3684210526315789,0.10526315789473684,13,37
2012-13,12,Southampton,38,19,19,9,14,15,6,3,41,1.0789473684210527,49,60,-11,1.2894736842105263,1.5789473684210527,473.0,254.0,12.447368421052632,6.684210526315789,53.69978858350951,7,0.18421052631578946,43.0,2.0,382.0,209.0,5.5,0.23684210526315788,0.3157894736842105,0.15789473684210525,14,36
2012-13,12,Aston Villa,38,19,19,10,11,17,5,5,41,1.0789473684210527,47,69,-22,1.236842105263158,1.8157894736842106,393.0,225.0,10.342105263157896,5.921052631578948,57.25190839694656,5,0.13157894736842105,74.0,3.0,428.0,178.0,4.684210526315789,0.2631578947368421,0.2631578947368421,0.2631578947368421,15,1
2012-13,12,Newcastle,38,19,19,11,8,19,9,2,41,1.0789473684210527,45,68,-23,1.1842105263157894,1.7894736842105263,471.0,252.0,12.394736842105264,6.631578947368421,53.503184713375795,6,0.15789473684210525,72.0,4.0,437.0,203.0,5.342105263157895,0.2894736842105263,0.47368421052631576,0.10526315789473684,16,29
2012-13,12,Sunderland,38,19,19,9,12,17,5,4,39,1.0263157894736843,41,54,-13,1.0789473684210527,1.4210526315789473,378.0,221.0,9.947368421052632,5.815789473684211,58.46560846560847,11,0.2894736842105263,62.0,3.0,427.0,179.0,4.7105263157894735,0.23684210526315788,0.2631578947368421,0.21052631578947367,17,38
2012-13,12,Wigan,38,19,19,9,9,20,4,5,36,0.9473684210526315,47,73,-26,1.236842105263158,1.9210526315789473,452.0,257.0,11.894736842105264,6.7631578947368425,56.85840707964602,5,0.13157894736842105,66.0,2.0,416.0,199.0,5.2368421052631575,0.23684210526315788,0.21052631578947367,0.2631578947368421,18,44
2012-13,12,Reading,38,19,19,6,10,22,4,2,28,0.7368421052631579,43,73,-30,1.131578947368421,1.9210526315789473,351.0,179.0,9.236842105263158,4.7105263157894735,50.997150997150996,5,0.13157894736842105,45.0,1.0,359.0,189.0,4.973684210526316,0.15789473684210525,0.21052631578947367,0.10526315789473684,19,34
2012-13,12,QPR,38,19,19,4,13,21,2,2,25,0.6578947368421053,30,60,-30,0.7894736842105263,1.5789473684210527,465.0,245.0,12.236842105263158,6.447368421052632,52.68817204301075,7,0.18421052631578946,59.0,3.0,384.0,170.0,4.473684210526316,0.10526315789473684,0.10526315789473684,0.10526315789473684,20,33
2013-14,13,Man City,38,19,19,27,5,6,17,10,86,2.263157894736842,102,37,65,2.6842105263157894,0.9736842105263158,673.0,238.0,17.710526315789473,6.2631578947368425,35.36404160475483,16,0.42105263157894735,72.0,1.0,394.0,283.0,7.447368421052632,0.7105263157894737,0.8947368421052632,0.5263157894736842,1,26
2013-14,13,Liverpool,38,19,19,26,6,6,16,10,84,2.210526315789474,101,50,51,2.6578947368421053,1.3157894736842106,650.0,259.0,17.105263157894736,6.815789473684211,39.84615384615385,10,0.2631578947368421,54.0,1.0,410.0,224.0,5.894736842105263,0.6842105263157895,0.8421052631578947,0.5263157894736842,2,24
2013-14,13,Chelsea,38,19,19,25,7,6,15,10,82,2.1578947368421053,71,27,44,1.868421052631579,0.7105263157894737,693.0,228.0,18.236842105263158,6.0,32.900432900432904,18,0.47368421052631576,56.0,3.0,420.0,249.0,6.552631578947368,0.6578947368421053,0.7894736842105263,0.5263157894736842,3,13
2013-14,13,Arsenal,38,19,19,24,7,7,13,11,79,2.0789473684210527,68,41,27,1.7894736842105263,1.0789473684210527,524.0,210.0,13.789473684210526,5.526315789473684,40.0763358778626,17,0.4473684210526316,53.0,4.0,348.0,211.0,5.552631578947368,0.631578947368421,0.6842105263157895,0.5789473684210527,4,0
2013-14,13,Everton,38,19,19,21,9,8,13,8,72,1.894736842105263,61,39,22,1.605263157894737,1.0263157894736843,560.0,195.0,14.736842105263158,5.131578947368421,34.82142857142857,15,0.39473684210526316,54.0,1.0,365.0,251.0,6.605263157894737,0.5526315789473685,0.6842105263157895,0.42105263157894735,5,17
2013-14,13,Tottenham,38,19,19,21,6,11,11,10,69,1.8157894736842106,55,51,4,1.4473684210526316,1.3421052631578947,584.0,189.0,15.368421052631579,4.973684210526316,32.36301369863014,14,0.3684210526315789,66.0,4.0,403.0,230.0,6.052631578947368,0.5526315789473685,0.5789473684210527,0.5263157894736842,6,40
2013-14,13,Man United,38,19,19,19,7,12,9,10,64,1.6842105263157894,64,43,21,1.6842105263157894,1.131578947368421,525.0,181.0,13.81578947368421,4.7631578947368425,34.476190476190474,13,0.34210526315789475,66.0,3.0,399.0,216.0,5.684210526315789,0.5,0.47368421052631576,0.5263157894736842,7,27
2013-14,13,Southampton,38,19,19,15,11,12,8,7,56,1.4736842105263157,54,46,8,1.4210526315789473,1.2105263157894737,531.0,177.0,13.973684210526315,4.657894736842105,33.33333333333333,15,0.39473684210526316,60.0,0.0,443.0,211.0,5.552631578947368,0.39473684210526316,0.42105263157894735,0.3684210526315789,8,36
2013-14,13,Stoke,38,19,19,13,11,14,10,3,50,1.3157894736842106,45,52,-7,1.1842105263157894,1.368421052631579,425.0,139.0,11.18421052631579,3.6578947368421053,32.70588235294118,9,0.23684210526315788,72.0,5.0,485.0,164.0,4.315789473684211,0.34210526315789475,0.5263157894736842,0.15789473684210525,9,37
2013-14,13,Newcastle,38,19,19,15,4,19,8,7,49,1.2894736842105263,43,59,-16,1.131578947368421,1.5526315789473684,579.0,184.0,15.236842105263158,4.842105263157895,31.77892918825561,10,0.2631578947368421,52.0,6.0,412.0,190.0,5.0,0.39473684210526316,0.42105263157894735,0.3684210526315789,10,29
2013-14,13,Crystal Palace,38,19,19,13,6,19,8,5,45,1.1842105263157894,33,48,-15,0.868421052631579,1.263157894736842,414.0,143.0,10.894736842105264,3.763157894736842,34.54106280193236,12,0.3157894736842105,57.0,2.0,404.0,172.0,4.526315789473684,0.34210526315789475,0.42105263157894735,0.2631578947368421,11,15
2013-14,13,Swansea,38,19,19,11,9,18,6,5,42,1.105263157894737,54,54,0,1.4210526315789473,1.4210526315789473,494.0,163.0,13.0,4.2894736842105265,32.99595141700405,8,0.21052631578947367,55.0,3.0,373.0,223.0,5.868421052631579,0.2894736842105263,0.3157894736842105,0.2631578947368421,12,39
2013-14,13,West Ham,38,19,19,11,7,20,7,4,40,1.0526315789473684,40,51,-11,1.0526315789473684,1.3421052631578947,418.0,119.0,11.0,3.1315789473684212,28.4688995215311,14,0.3684210526315789,61.0,5.0,402.0,184.0,4.842105263157895,0.2894736842105263,0.3684210526315789,0.21052631578947367,13,43
2013-14,13,Sunderland,38,19,19,10,8,20,5,5,38,1.0,41,60,-19,1.0789473684210527,1.5789473684210527,490.0,137.0,12.894736842105264,3.6052631578947367,27.95918367346939,11,0.2894736842105263,68.0,7.0,444.0,188.0,4.947368421052632,0.2631578947368421,0.2631578947368421,0.2631578947368421,14,38
2013-14,13,Aston Villa,38,19,19,10,8,20,6,4,38,1.0,39,61,-22,1.0263157894736843,1.605263157894737,430.0,134.0,11.31578947368421,3.526315789473684,31.16279069767442,9,0.23684210526315788,78.0,0.0,484.0,163.0,4.2894736842105265,0.2631578947368421,0.3157894736842105,0.21052631578947367,15,1
2013-14,13,Hull,38,19,19,10,7,21,7,3,37,0.9736842105263158,38,53,-15,1.0,1.394736842105263,425.0,129.0,11.18421052631579,3.3947368421052633,30.352941176470587,10,0.2631578947368421,53.0,4.0,421.0,160.0,4.2105263157894735,0.2631578947368421,0.3684210526315789,0.15789473684210525,16,20
2013-14,13,West Brom,38,19,19,7,15,16,4,3,36,0.9473684210526315,43,59,-16,1.131578947368421,1.5526315789473684,485.0,145.0,12.763157894736842,3.8157894736842106,29.896907216494846,7,0.18421052631578946,67.0,0.0,426.0,187.0,4.921052631578948,0.18421052631578946,0.21052631578947367,0.15789473684210525,17,42
2013-14,13,Norwich,38,19,19,8,9,21,6,2,33,0.868421052631579,28,62,-34,0.7368421052631579,1.631578947368421,464.0,146.0,12.210526315789474,3.8421052631578947,31.46551724137931,12,0.3157894736842105,62.0,2.0,424.0,197.0,5.184210526315789,0.21052631578947367,0.3157894736842105,0.10526315789473684,18,30
2013-14,13,Fulham,38,19,19,9,5,24,5,4,32,0.8421052631578947,40,85,-45,1.0526315789473684,2.236842105263158,431.0,149.0,11.342105263157896,3.9210526315789473,34.5707656612529,5,0.13157894736842105,57.0,1.0,383.0,194.0,5.105263157894737,0.23684210526315788,0.2631578947368421,0.21052631578947367,19,18
2013-14,13,Cardiff,38,19,19,7,9,22,5,2,30,0.7894736842105263,32,74,-42,0.8421052631578947,1.9473684210526316,419.0,126.0,11.026315789473685,3.3157894736842106,30.071599045346066,7,0.18421052631578946,49.0,1.0,342.0,196.0,5.157894736842105,0.18421052631578946,0.2631578947368421,0.10526315789473684,20,11
2014-15,14,Chelsea,38,19,19,26,9,3,15,11,87,2.289473684210526,73,32,41,1.9210526315789473,0.8421052631578947,563.0,210.0,14.81578947368421,5.526315789473684,37.300177619893425,17,0.4473684210526316,77.0,4.0,382.0,226.0,5.947368421052632,0.6842105263157895,0.7894736842105263,0.5789473684210527,1,13
2014-15,14,Man City,38,19,19,24,7,7,14,10,79,2.0789473684210527,83,38,45,2.1842105263157894,1.0,668.0,228.0,17.57894736842105,6.0,34.13173652694611,14,0.3684210526315789,77.0,2.0,445.0,273.0,7.184210526315789,0.631578947368421,0.7368421052631579,0.5263157894736842,2,26
2014-15,14,Arsenal,38,19,19,22,9,7,12,10,75,1.9736842105263157,71,36,35,1.868421052631579,0.9473684210526315,612.0,228.0,16.105263157894736,6.0,37.254901960784316,13,0.34210526315789475,68.0,2.0,377.0,254.0,6.684210526315789,0.5789473684210527,0.631578947368421,0.5263157894736842,3,0
2014-15,14,Man United,38,19,19,20,10,8,14,6,70,1.8421052631578947,62,37,25,1.631578947368421,0.9736842105263158,509.0,179.0,13.394736842105264,4.7105263157894735,35.16699410609037,11,0.2894736842105263,64.0,5.0,453.0,213.0,5.605263157894737,0.5263157894736842,0.7368421052631579,0.3157894736842105,4,27
2014-15,14,Tottenham,38,19,19,19,7,12,10,9,64,1.6842105263157894,58,53,5,1.5263157894736843,1.394736842105263,524.0,172.0,13.789473684210526,4.526315789473684,32.82442748091603,9,0.23684210526315788,79.0,4.0,441.0,224.0,5.894736842105263,0.5,0.5263157894736842,0.47368421052631576,5,40
2014-15,14,Liverpool,38,19,19,18,8,12,10,8,62,1.631578947368421,52,48,4,1.368421052631579,1.263157894736842,590.0,194.0,15.526315789473685,5.105263157894737,32.88135593220339,14,0.3684210526315789,66.0,3.0,385.0,198.0,5.2105263157894735,0.47368421052631576,0.5263157894736842,0.42105263157894735,6,24
2014-15,14,Southampton,38,19,19,18,6,14,11,7,60,1.5789473684210527,54,33,21,1.4210526315789473,0.868421052631579,506.0,170.0,13.31578947368421,4.473684210526316,33.59683794466403,15,0.39473684210526316,57.0,3.0,468.0,209.0,5.5,0.47368421052631576,0.5789473684210527,0.3684210526315789,7,36
2014-15,14,Swansea,38,19,19,16,8,14,9,7,56,1.4736842105263157,46,49,-3,1.2105263157894737,1.2894736842105263,422.0,147.0,11.105263157894736,3.8684210526315788,34.834123222748815,13,0.34210526315789475,48.0,5.0,398.0,151.0,3.973684210526316,0.42105263157894735,0.47368421052631576,0.3684210526315789,8,39
2014-15,14,Stoke,38,19,19,15,9,14,10,5,54,1.4210526315789473,48,45,3,1.263157894736842,1.1842105263157894,501.0,136.0,13.18421052631579,3.5789473684210527,27.14570858283433,9,0.23684210526315788,82.0,1.0,486.0,192.0,5.052631578947368,0.39473684210526316,0.5263157894736842,0.2631578947368421,9,37
2014-15,14,Crystal Palace,38,19,19,13,9,16,6,7,48,1.263157894736842,47,51,-4,1.236842105263158,1.3421052631578947,438.0,139.0,11.526315789473685,3.6578947368421053,31.7351598173516,7,0.18421052631578946,63.0,4.0,527.0,209.0,5.5,0.34210526315789475,0.3157894736842105,0.3684210526315789,10,15
2014-15,14,Everton,38,19,19,12,11,15,7,5,47,1.236842105263158,48,50,-2,1.263157894736842,1.3157894736842106,484.0,166.0,12.736842105263158,4.368421052631579,34.29752066115703,10,0.2631578947368421,66.0,2.0,388.0,194.0,5.105263157894737,0.3157894736842105,0.3684210526315789,0.2631578947368421,11,17
2014-15,14,West Ham,38,19,19,12,11,15,9,3,47,1.236842105263158,44,47,-3,1.1578947368421053,1.236842105263158,485.0,152.0,12.763157894736842,4.0,31.34020618556701,9,0.23684210526315788,64.0,2.0,420.0,241.0,6.342105263157895,0.3157894736842105,0.47368421052631576,0.15789473684210525,12,43
2014-15,14,West Brom,38,19,19,11,11,16,7,4,44,1.1578947368421053,38,51,-13,1.0,1.3421052631578947,411.0,130.0,10.81578947368421,3.4210526315789473,31.630170316301705,16,0.42105263157894735,64.0,3.0,423.0,171.0,4.5,0.2894736842105263,0.3684210526315789,0.21052631578947367,13,42
2014-15,14,Leicester,38,19,19,11,8,19,7,4,41,1.0789473684210527,46,55,-9,1.2105263157894737,1.4473684210526316,457.0,137.0,12.026315789473685,3.6052631578947367,29.978118161925604,10,0.2631578947368421,49.0,4.0,457.0,211.0,5.552631578947368,0.2894736842105263,0.3684210526315789,0.21052631578947367,14,23
2014-15,14,Newcastle,38,19,19,10,9,19,7,3,39,1.0263157894736843,40,63,-23,1.0526315789473684,1.6578947368421053,467.0,143.0,12.289473684210526,3.763157894736842,30.620985010706637,8,0.21052631578947367,66.0,7.0,433.0,222.0,5.842105263157895,0.2631578947368421,0.3684210526315789,0.15789473684210525,15,29
2014-15,14,Sunderland,38,19,19,7,17,14,4,3,38,1.0,31,53,-22,0.8157894736842105,1.394736842105263,404.0,129.0,10.631578947368421,3.3947368421052633,31.93069306930693,13,0.34210526315789475,94.0,2.0,435.0,185.0,4.868421052631579,0.18421052631578946,0.21052631578947367,0.15789473684210525,16,38
2014-15,14,Aston Villa,38,19,19,10,8,20,5,5,38,1.0,31,57,-26,0.8157894736842105,1.5,414.0,127.0,10.894736842105264,3.3421052631578947,30.676328502415455,10,0.2631578947368421,70.0,7.0,400.0,171.0,4.5,0.2631578947368421,0.2631578947368421,0.2631578947368421,17,1
2014-15,14,Hull,38,19,19,8,11,19,5,3,35,0.9210526315789473,33,51,-18,0.868421052631579,1.3421052631578947,429.0,131.0,11.289473684210526,3.4473684210526314,30.536130536130536,10,0.2631578947368421,71.0,6.0,451.0,169.0,4.447368421052632,0.21052631578947367,0.2631578947368421,0.15789473684210525,18,20
2014-15,14,Burnley,38,19,19,7,12,19,4,3,33,0.868421052631579,28,53,-25,0.7368421052631579,1.394736842105263,429.0,125.0,11.289473684210526,3.289473684210526,29.13752913752914,10,0.2631578947368421,64.0,2.0,406.0,170.0,4.473684210526316,0.18421052631578946,0.21052631578947367,0.15789473684210525,19,10
2014-15,14,QPR,38,19,19,8,6,24,6,2,30,0.7894736842105263,42,73,-31,1.105263157894737,1.9210526315789473,533.0,151.0,14.026315789473685,3.973684210526316,28.330206378986865,6,0.15789473684210525,75.0,3.0,447.0,179.0,4.7105263157894735,0.21052631578947367,0.3157894736842105,0.10526315789473684,20,33
2015-16,15,Leicester,38,19,19,23,12,3,12,11,81,2.1315789473684212,68,36,32,1.7894736842105263,0.9473684210526315,523.0,181.0,13.763157894736842,4.7631578947368425,34.608030592734224,15,0.39473684210526316,48.0,3.0,405.0,197.0,5.184210526315789,0.6052631578947368,0.631578947368421,0.5789473684210527,1,23
2015-16,15,Arsenal,38,19,19,20,11,7,12,8,71,1.868421052631579,65,36,29,1.7105263157894737,0.9473684210526315,572.0,210.0,15.052631578947368,5.526315789473684,36.71328671328671,18,0.47368421052631576,39.0,4.0,350.0,227.0,5.973684210526316,0.5263157894736842,0.631578947368421,0.42105263157894735,2,0
2015-16,15,Tottenham,38,19,19,19,13,6,10,9,70,1.8421052631578947,69,35,34,1.8157894736842106,0.9210526315789473,661.0,250.0,17.394736842105264,6.578947368421052,37.821482602118,13,0.34210526315789475,72.0,0.0,452.0,254.0,6.684210526315789,0.5,0.5263157894736842,0.47368421052631576,3,40
2015-16,15,Man City,38,19,19,19,9,10,12,7,66,1.736842105263158,71,41,30,1.868421052631579,1.0789473684210527,612.0,210.0,16.105263157894736,5.526315789473684,34.31372549019608,16,0.42105263157894735,61.0,0.0,409.0,257.0,6.7631578947368425,0.5,0.631578947368421,0.3684210526315789,4,26
2015-16,15,Man United,38,19,19,19,9,10,12,7,66,1.736842105263158,49,35,14,1.2894736842105263,0.9210526315789473,430.0,143.0,11.31578947368421,3.763157894736842,33.25581395348837,18,0.47368421052631576,65.0,1.0,472.0,228.0,6.0,0.5,0.631578947368421,0.3684210526315789,5,27
2015-16,15,Southampton,38,19,19,18,9,11,11,7,63,1.6578947368421053,59,41,18,1.5526315789473684,1.0789473684210527,519.0,169.0,13.657894736842104,4.447368421052632,32.5626204238921,12,0.3157894736842105,57.0,6.0,416.0,224.0,5.894736842105263,0.47368421052631576,0.5789473684210527,0.3684210526315789,6,36
2015-16,15,West Ham,38,19,19,16,14,8,9,7,62,1.631578947368421,65,51,14,1.7105263157894737,1.3421052631578947,556.0,184.0,14.631578947368421,4.842105263157895,33.093525179856115,11,0.2894736842105263,56.0,5.0,381.0,224.0,5.894736842105263,0.42105263157894735,0.47368421052631576,0.3684210526315789,7,43
2015-16,15,Liverpool,38,19,19,16,12,10,8,8,60,1.5789473684210527,63,50,13,1.6578947368421053,1.3157894736842106,629.0,203.0,16.55263157894737,5.342105263157895,32.273449920508746,11,0.2894736842105263,61.0,3.0,422.0,265.0,6.973684210526316,0.42105263157894735,0.42105263157894735,0.42105263157894735,8,24
2015-16,15,Stoke,38,19,19,14,9,15,8,6,51,1.3421052631578947,41,55,-14,1.0789473684210527,1.4473684210526316,418.0,130.0,11.0,3.4210526315789473,31.100478468899524,10,0.2631578947368421,51.0,4.0,419.0,153.0,4.026315789473684,0.3684210526315789,0.42105263157894735,0.3157894736842105,9,37
2015-16,15,Chelsea,38,19,19,12,14,12,5,7,50,1.3157894736842106,59,53,6,1.5526315789473684,1.394736842105263,526.0,173.0,13.842105263157896,4.552631578947368,32.88973384030418,9,0.23684210526315788,58.0,6.0,408.0,240.0,6.315789473684211,0.3157894736842105,0.2631578947368421,0.3684210526315789,10,13
2015-16,15,Everton,38,19,19,11,14,13,6,5,47,1.236842105263158,59,55,4,1.5526315789473684,1.4473684210526316,492.0,175.0,12.947368421052632,4.605263157894737,35.56910569105691,10,0.2631578947368421,44.0,5.0,315.0,218.0,5.7368421052631575,0.2894736842105263,0.3157894736842105,0.2631578947368421,11,17
2015-16,15,Swansea,38,19,19,12,11,15,8,4,47,1.236842105263158,42,52,-10,1.105263157894737,1.368421052631579,442.0,136.0,11.631578947368421,3.5789473684210527,30.76923076923077,9,0.23684210526315788,62.0,1.0,392.0,163.0,4.2894736842105265,0.3157894736842105,0.42105263157894735,0.21052631578947367,12,39
2015-16,15,Watford,38,19,19,12,9,17,6,6,45,1.1842105263157894,40,50,-10,1.0526315789473684,1.3157894736842106,445.0,136.0,11.710526315789474,3.5789473684210527,30.56179775280899,11,0.2894736842105263,74.0,3.0,460.0,166.0,4.368421052631579,0.3157894736842105,0.3157894736842105,0.3157894736842105,13,41
2015-16,15,West Brom,38,19,19,10,13,15,6,4,43,1.131578947368421,34,48,-14,0.8947368421052632,1.263157894736842,384.0,106.0,10.105263157894736,2.789473684210526,27.604166666666668,11,0.2894736842105263,63.0,3.0,392.0,188.0,4.947368421052632,0.2631578947368421,0.3157894736842105,0.21052631578947367,14,42
2015-16,15,Crystal Palace,38,19,19,11,9,18,6,5,42,1.105263157894737,39,51,-12,1.0263157894736843,1.3421052631578947,466.0,152.0,12.263157894736842,4.0,32.61802575107296,8,0.21052631578947367,60.0,1.0,465.0,219.0,5.7631578947368425,0.2894736842105263,0.3157894736842105,0.2631578947368421,15,15
2015-16,15,Bournemouth,38,19,19,11,9,18,5,6,42,1.105263157894737,45,67,-22,1.1842105263157894,1.763157894736842,463.0,144.0,12.18421052631579,3.789473684210526,31.101511879049674,7,0.18421052631578946,52.0,1.0,362.0,221.0,5.815789473684211,0.2894736842105263,0.2631578947368421,0.3157894736842105,16,6
2015-16,15,Sunderland,38,19,19,9,12,17,6,3,39,1.0263157894736843,48,62,-14,1.263157894736842,1.631578947368421,439.0,143.0,11.552631578947368,3.763157894736842,32.57403189066059,7,0.18421052631578946,62.0,2.0,396.0,160.0,4.2105263157894735,0.23684210526315788,0.3157894736842105,0.15789473684210525,17,38
2015-16,15,Newcastle,38,19,19,9,10,19,7,2,37,0.9736842105263158,44,65,-21,1.1578947368421053,1.7105263157894737,398.0,152.0,10.473684210526315,4.0,38.19095477386934,8,0.21052631578947367,58.0,5.0,414.0,158.0,4.157894736842105,0.23684210526315788,0.3684210526315789,0.10526315789473684,18,29
2015-16,15,Norwich,38,19,19,9,7,22,6,3,34,0.8947368421052632,39,67,-28,1.0263157894736843,1.763157894736842,416.0,126.0,10.947368421052632,3.3157894736842106,30.288461538461537,5,0.13157894736842105,61.0,3.0,417.0,188.0,4.947368421052632,0.23684210526315788,0.3157894736842105,0.15789473684210525,19,30
2015-16,15,Aston Villa,38,19,19,3,8,27,2,1,17,0.4473684210526316,27,76,-49,0.7105263157894737,2.0,378.0,111.0,9.947368421052632,2.9210526315789473,29.365079365079367,6,0.15789473684210525,75.0,3.0,431.0,167.0,4.394736842105263,0.07894736842105263,0.10526315789473684,0.05263157894736842,20,1
2016-17,16,Chelsea,38,19,19,30,3,5,17,13,93,2.4473684210526314,85,33,52,2.236842105263158,0.868421052631579,580.0,204.0,15.263157894736842,5.368421052631579,35.172413793103445,16,0.42105263157894735,72.0,0.0,394.0,218.0,5.7368421052631575,0.7894736842105263,0.8947368421052632,0.6842105263157895,1,13
2016-17,16,Tottenham,38,19,19,26,8,4,17,9,86,2.263157894736842,86,26,60,2.263157894736842,0.6842105263157895,669.0,257.0,17.605263157894736,6.7631578947368425,38.41554559043348,17,0.4473684210526316,62.0,0.0,432.0,273.0,7.184210526315789,0.6842105263157895,0.8947368421052632,0.47368421052631576,2,40
2016-17,16,Man City,38,19,19,23,9,6,11,12,78,2.0526315789473686,80,39,41,2.1052631578947367,1.0263157894736843,633.0,217.0,16.657894736842106,5.7105263157894735,34.28120063191153,12,0.3157894736842105,71.0,4.0,395.0,280.0,7.368421052631579,0.6052631578947368,0.5789473684210527,0.631578947368421,3,26
2016-17,16,Liverpool,38,19,19,22,10,6,12,10,76,2.0,78,42,36,2.0526315789473686,1.105263157894737,638.0,236.0,16.789473684210527,6.2105263157894735,36.990595611285265,12,0.3157894736842105,54.0,0.0,397.0,249.0,6.552631578947368,0.5789473684210527,0.631578947368421,0.5263157894736842,4,24
2016-17,16,Arsenal,38,19,19,23,6,9,14,9,75,1.9736842105263157,77,44,33,2.026315789473684,1.1578947368421053,565.0,200.0,14.868421052631579,5.2631578947368425,35.39823008849557,13,0.34210526315789475,67.0,3.0,397.0,227.0,5.973684210526316,0.6052631578947368,0.7368421052631579,0.47368421052631576,5,0
2016-17,16,Man United,38,19,19,18,15,5,8,10,69,1.8157894736842106,54,29,25,1.4210526315789473,0.7631578947368421,589.0,210.0,15.5,5.526315789473684,35.653650254668925,17,0.4473684210526316,76.0,2.0,497.0,217.0,5.7105263157894735,0.47368421052631576,0.42105263157894735,0.5263157894736842,6,27
2016-17,16,Everton,38,19,19,17,10,11,13,4,61,1.605263157894737,62,44,18,1.631578947368421,1.1578947368421053,498.0,192.0,13.105263157894736,5.052631578947368,38.55421686746988,13,0.34210526315789475,71.0,2.0,459.0,196.0,5.157894736842105,0.4473684210526316,0.6842105263157895,0.21052631578947367,7,17
2016-17,16,Southampton,38,19,19,12,10,16,6,6,46,1.2105263157894737,41,48,-7,1.0789473684210527,1.263157894736842,548.0,179.0,14.421052631578947,4.7105263157894735,32.66423357664234,14,0.3684210526315789,58.0,2.0,424.0,200.0,5.2631578947368425,0.3157894736842105,0.3157894736842105,0.3157894736842105,8,36
2016-17,16,Bournemouth,38,19,19,12,10,16,9,3,46,1.2105263157894737,55,67,-12,1.4473684210526316,1.763157894736842,446.0,160.0,11.736842105263158,4.2105263157894735,35.874439461883405,10,0.2631578947368421,51.0,3.0,366.0,191.0,5.026315789473684,0.3157894736842105,0.47368421052631576,0.15789473684210525,9,6
2016-17,16,West Brom,38,19,19,12,9,17,9,3,45,1.1842105263157894,43,51,-8,1.131578947368421,1.3421052631578947,400.0,123.0,10.526315789473685,3.236842105263158,30.75,6,0.15789473684210525,80.0,0.0,449.0,158.0,4.157894736842105,0.3157894736842105,0.47368421052631576,0.15789473684210525,10,42
2016-17,16,West Ham,38,19,19,12,9,17,7,5,45,1.1842105263157894,47,64,-17,1.236842105263158,1.6842105263157894,496.0,138.0,13.052631578947368,3.6315789473684212,27.82258064516129,10,0.2631578947368421,77.0,5.0,408.0,172.0,4.526315789473684,0.3157894736842105,0.3684210526315789,0.2631578947368421,11,43
2016-17,16,Leicester,38,19,19,12,8,18,10,2,44,1.1578947368421053,48,63,-15,1.263157894736842,1.6578947368421053,432.0,145.0,11.368421052631579,3.8157894736842106,33.56481481481482,9,0.23684210526315788,71.0,1.0,451.0,197.0,5.184210526315789,0.3157894736842105,0.5263157894736842,0.10526315789473684,12,23
